genes	logFC	logCPM	LR	PValue	FDR								
TIGAR	0.545924707	2.776810685	7.863702203	0.005043701	0.039901832								
INSRR	-1.317593425	0.058650006	7.862381094	0.005047388	0.03990926								
NFYC	-0.281257378	5.934451242	7.860699243	0.005052085	0.039924666								
LRRC1	-0.692748928	3.758733228	7.850425088	0.005080876	0.040130355								
NAT14	-0.988578246	1.527426426	7.845898386	0.005093614	0.040209099								
LETM1	0.299761925	5.293157745	7.842603158	0.005102907	0.040260579								
CSTF2	0.438737883	4.667130309	7.841186892	0.005106907	0.040270259								
CHD3	-0.375244627	8.038887053	7.837836218	0.005116381	0.040323081								
NFRKB	-0.372538304	5.467054405	7.832238518	0.00513225	0.04042621								
FUNDC1	0.487294611	4.056226284	7.830610503	0.005136875	0.040440707								
CD37	-0.392185662	7.596622693	7.828492947	0.005142896	0.040448569								
PIP4K2C	-0.305372471	6.100578779	7.828300859	0.005143443	0.040448569								
TRIM65	0.388753102	5.531965555	7.824653864	0.005153832	0.040508335								
GMEB2	-0.335351888	5.674118538	7.822951928	0.005158687	0.040524355								
PFN2	-1.866561836	1.269153244	7.821984294	0.00516145	0.040524355								
AHSA2	0.400356961	3.955350816	7.813147824	0.005186748	0.04069849								
CD40	0.462284647	5.790747873	7.812282309	0.005189233	0.04069849								
ZPBP	-1.264762626	-0.328284654	7.809494281	0.005197245	0.04073933								
P2RX1	1.231191253	3.476278089	7.802480661	0.005217456	0.040875699								
ABCC3	-0.672894956	3.535094402	7.796944427	0.005233466	0.040979027								
LOC615055	-0.787957665	2.097096021	7.794027862	0.005241921	0.041014103								
LOC104972992	0.919755836	0.878392619	7.792769572	0.005245572	0.041014103								
RFNG	-0.434278212	5.529876719	7.79247881	0.005246417	0.041014103								
GGT7	-0.586533111	2.720255892	7.784468698	0.005269729	0.04115637								
LOC514637	-0.63236367	2.579732358	7.784278922	0.005270282	0.04115637								
TRABD	-0.367896035	7.042219492	7.781451569	0.005278537	0.041188777								
IGFN1	-1.791451833	-0.295901446	7.780832997	0.005280344	0.041188777								
LOC100335514	-3.145421286	-0.185285431	7.779945495	0.005282939	0.041188777								
C7	-0.597178663	2.672089938	7.77687938	0.005291913	0.041236609								
BCL7B	-0.374936447	4.653618962	7.77481285	0.00529797	0.041261674								
AGO1	-0.350073783	5.876319193	7.773457678	0.005301946	0.041270511								
SCN1B	-0.939596966	0.860731025	7.771018056	0.005309112	0.041304151								
AMN	-1.265947985	2.047459029	7.76941304	0.005313831	0.041318737								
SPSB2	0.614381162	4.531668314	7.766950516	0.005321081	0.041352967								
TIGIT	0.756791824	3.163466734	7.760105206	0.005341285	0.041453966								
SDC4	0.65241266	1.697462101	7.759322868	0.005343599	0.041453966								
NUDT17	-0.477209687	3.746059548	7.759298851	0.00534367	0.041453966								
CYP2D14	0.719360967	3.573904842	7.758682988	0.005345492	0.041453966								
CDC42EP3	-0.416797338	4.971083624	7.757403705	0.00534928	0.041461202								
BOLA-DRB2	0.722828001	6.531627215	7.745717723	0.005384006	0.041708098								
NDUFA5	0.513255179	4.55344328	7.742121699	0.005394738	0.041750532								
IL16	-0.299249531	7.150838698	7.741956192	0.005395232	0.041750532								
FAM151B	0.522985593	3.709583241	7.737130252	0.005409671	0.04183997								
FBXO2	-0.962955373	0.692545988	7.734212713	0.005418418	0.041885325								
MIR223	-1.097190789	2.836962365	7.730536427	0.005429462	0.041934229								
PLEKHF2	-0.365268009	7.415777254	7.730184913	0.005430519	0.041934229								
LOC101906110	-0.790511238	1.306628462	7.726593292	0.005441332	0.041982412								
CLSTN1	-0.370285051	6.675817393	7.726192778	0.005442539	0.041982412								
LGALS3BP	0.400169492	6.398176842	7.725050425	0.005445984	0.041986686								
ITGA2	1.70333178	0.044943853	7.722996954	0.005452182	0.042012168								
PNPT1	0.470757826	5.485686946	7.718141227	0.005466865	0.04210298								
PSRC1	-0.951913179	0.434119982	7.711150903	0.005488075	0.042243927								
PLEKHB2	0.336387009	7.664845709	7.706782968	0.005501371	0.042320654								
LOC104976580	2.161399579	-0.842170398	7.705605025	0.005504962	0.042320654								
LOC101906009	0.700096057	2.355776692	7.70456098	0.005508147	0.042320654								
KTN1	0.361318017	6.925466051	7.704052878	0.005509698	0.042320654								
LOC107131979	-0.97052269	3.110229152	7.700535493	0.005520445	0.042380791								
RUNDC3B	-0.878711605	0.935248144	7.686331062	0.005564063	0.042693085								
LOC100849046	-0.415945594	6.932126351	7.684655471	0.005569231	0.04271018								
SLC15A1	0.685238093	2.263251699	7.681080386	0.005580275	0.042772292								
LCLAT1	-0.949364697	5.02449284	7.676929315	0.005593126	0.042848184								
BSPRY	-0.668879653	2.329864169	7.664984128	0.005630276	0.043110044								
C1S	1.615323028	-1.080682299	7.656886824	0.005655601	0.043259115								
PNPLA7	-0.715392081	4.594718585	7.656854903	0.005655701	0.043259115								
JAM2	2.288548566	0.232579876	7.655086518	0.005661248	0.043278748								
GAS7	0.410978566	5.754508817	7.647593573	0.00568481	0.043436019								
SLCO2B1	2.404725396	-1.09218243	7.64635035	0.00568873	0.043443111								
FXYD5	-0.328935445	7.053617132	7.634767516	0.005725376	0.043699996								
GSDMB	-0.610640676	3.385769026	7.63042391	0.005739181	0.043782356								
NBEA	-0.598726621	6.032929151	7.628504942	0.005745291	0.043805957								
AGFG1	0.289614322	6.220573262	7.627349739	0.005748972	0.043811027								
CDIP1	-0.448088714	5.169241017	7.622625596	0.005764051	0.043902904								
ZBTB20	-1.322885677	5.332900957	7.616029684	0.005785172	0.04404068								
PABPN1	-0.344567895	7.59152499	7.611832614	0.005798652	0.04412018								
N4BP2L1	0.415495425	6.889201051	7.609456449	0.005806298	0.044155227								
GLRX2	0.546304973	4.674657701	7.600169961	0.00583628	0.044360003								
ECHDC3	-0.518654008	4.973848475	7.59854166	0.005841553	0.044376862								
LOC104972045	1.298021755	3.512518126	7.596561596	0.005847972	0.044389675								
RNF168	0.368413109	5.886504759	7.596136202	0.005849352	0.044389675								
NDUFAB1	0.41086353	5.193011681	7.58622245	0.005881607	0.044611141								
LOC521580	-0.687010812	1.902080025	7.584530002	0.005887131	0.044629739								
UBE2V2	0.298153652	6.013631856	7.579503584	0.00590357	0.044731011								
AGFG2	-0.442579126	5.130538424	7.575722006	0.005915968	0.044801581								
B3GNT7	-0.900375068	1.687183966	7.574667192	0.005919431	0.044803579								
CCL8	2.098995661	-1.385739795	7.573763062	0.005922401	0.044803579								
CANX	0.362767458	8.21327606	7.571785834	0.005928901	0.04480561								
LOC616662	-1.367157831	-0.373278455	7.571619054	0.00592945	0.04480561								
ANGPT1	1.565111664	0.353949416	7.57086727	0.005931923	0.04480561								
FFAR2	0.826697121	2.050211551	7.561308103	0.005963469	0.045009255								
SLC25A33	-0.592906795	4.380797902	7.560820743	0.005965082	0.045009255								
LOC511229	-0.443101545	7.144663941	7.557386482	0.00597646	0.045071694								
LOC540014	-0.380950577	4.452909363	7.556125362	0.005980644	0.045078204								
ZPBP2	-0.411836072	5.216723098	7.555255855	0.00598353	0.045078204								
FAM91A1	0.376546028	6.357396956	7.548110817	0.006007302	0.045233834								
LOC104968408	-0.966486332	0.85699224	7.544651393	0.006018847	0.045297278								
CREB3L1	-1.020116237	3.949265862	7.538675212	0.006038843	0.045406583								
RAB4A	-0.447195084	6.071812722	7.538442563	0.006039623	0.045406583								
BIVM	-0.280651764	5.730997912	7.533072186	0.006057652	0.045518571								
LOC511982	1.556592084	5.70860835	7.527589476	0.006076115	0.0456337								
SBF1	-0.340204935	7.6157911	7.525576407	0.006082909	0.045661112								
PLAUR	-0.709984433	4.063607021	7.521286914	0.00609741	0.045733177								
MEMO1	0.361497399	4.876250473	7.520104386	0.006101414	0.045733177								
FANCE	-0.498753314	3.467711565	7.51994478	0.006101955	0.045733177								
SMPD5	-0.930655106	1.629901531	7.509629004	0.006137001	0.04597212								
RSAD1	-0.570308678	2.497695547	7.508223081	0.006141793	0.045984303								
SUFU	-0.44614643	4.818493252	7.507080117	0.006145692	0.045989788								
SLC37A2	0.393592606	6.22210117	7.5056222	0.006150669	0.046003329								
LOC100297334	-0.882200605	1.004959152	7.504567117	0.006154273	0.046006596								
MRPS31	0.350797263	5.102496174	7.500824455	0.006167075	0.046078586								
LOC787405	-1.134906837	1.780335247	7.495741512	0.006184506	0.046167817								
HMG20B	-0.313911744	6.607819182	7.495166856	0.00618648	0.046167817								
ZFYVE9	0.432639693	4.558792267	7.494563342	0.006188554	0.046167817								
GTF2IRD2	0.743037073	1.195259229	7.492342983	0.006196189	0.046201046								
TREM1	0.741804544	5.646502842	7.486621082	0.006215908	0.046324305								
MPP7	0.558952669	3.514525591	7.485474834	0.006219867	0.046330031								
C1QTNF6	-0.938140503	1.762495006	7.480135918	0.006238336	0.04644379								
ING4	-0.340414803	6.474137995	7.475384022	0.006254822	0.046542671								
GMPPA	-0.476112619	4.470496986	7.474274216	0.006258679	0.046547523								
LOC107131843	-1.207040842	-0.394289657	7.468264685	0.006279605	0.046660637								
IFT22	-0.48225083	2.811286207	7.468061763	0.006280313	0.046660637								
IRAK1BP1	-0.813236896	0.838708748	7.463248425	0.006297127	0.046761642								
MAML3	-0.673839296	5.56022377	7.454319617	0.006328439	0.04697015								
MSR1	0.762122941	3.330969311	7.452190202	0.006335931	0.047001732								
PTPRJ	0.505154474	7.639562916	7.447604171	0.006352095	0.047097587								
ACD	-0.3998642	3.978879679	7.446056305	0.00635756	0.047107171								
MX1	1.179117631	7.682676818	7.445401383	0.006359873	0.047107171								
LOC525820	2.07056749	3.123350784	7.442958857	0.00636851	0.047147101								
TDRD6	-1.099429177	0.091815979	7.439237035	0.006381694	0.047220634								
CD1B	-1.204280063	0.356361227	7.435028085	0.006396637	0.047307101								
DUSP11	0.388036431	6.451363272	7.431324805	0.006409814	0.047342003								
SPATS2	-0.437833209	4.758587296	7.431038893	0.006410832	0.047342003								
DEF6	-0.315176032	7.093639549	7.430954142	0.006411134	0.047342003								
MAPK8IP1	-0.744316176	1.578929384	7.428626214	0.006419433	0.0473792								
REEP2	1.062000174	5.222838157	7.424739725	0.006433313	0.047431518								
FOXS1	0.996522975	2.98159454	7.424456609	0.006434325	0.047431518								
GCSAM	-0.656876334	3.359562004	7.423356875	0.006438259	0.047431518								
SLC27A2	-1.070307547	1.091615247	7.422451923	0.006441498	0.047431518								
LOC107132532	1.278151986	1.367731093	7.421964068	0.006443245	0.047431518								
TEX22	-0.571487904	3.228707739	7.421162717	0.006446115	0.047431518								
ALS2CR12	0.95860564	1.51164554	7.419345889	0.006452627	0.047455395								
AIMP2	-0.36170389	5.182578105	7.416674451	0.006462215	0.0474947								
ARHGAP4	-0.357210995	8.046615861	7.416035174	0.006464511	0.0474947								
SLC43A3	2.106990814	1.777425017	7.414783454	0.00646901	0.047503726								
CTNNA1	0.358192351	6.791859937	7.402304075	0.006514039	0.047810216								
ATP10D	0.437396661	5.150570434	7.398105286	0.006529261	0.047880076								
CMTR2	0.402326413	4.741405329	7.397306848	0.00653216	0.047880076								
MAPRE2	0.606319579	8.15950244	7.396952603	0.006533447	0.047880076								
LOC786695	3.422659951	-1.069626673	7.394329843	0.00654298	0.047914779								
C19H17orf98	-2.820411322	-0.172505561	7.393835136	0.006544779	0.047914779								
JAK3	-0.365888874	7.408855896	7.385969895	0.006573461	0.048100516								
NSMF	-0.410299425	5.290572001	7.381294559	0.006590571	0.048201434								
RAMP3	1.503850619	1.568439541	7.380110655	0.006594911	0.048208901								
LOC104973322	-0.838039194	2.314133498	7.378861007	0.006599495	0.048218143								
PAPD5	0.344669001	6.09195977	7.376530203	0.006608054	0.04824704								
TDG	0.347786679	5.615793397	7.375975221	0.006610094	0.04824704								
KLRC1	-1.25172765	4.060978365	7.373631611	0.006618713	0.048285692								
GPR173	-1.211710148	0.105556851	7.371705584	0.006625806	0.048313169								
LOC616868	-0.948867214	3.016385332	7.36823214	0.006638617	0.048380873								
TPD52	0.316285129	6.362377701	7.367220952	0.006642351	0.048380873								
CD200R1L	0.465583857	5.842977041	7.36626386	0.006645887	0.048380873								
ZUFSP	0.356733691	5.569035764	7.365580136	0.006648415	0.048380873								
PPP4R1	-0.286830082	5.477249672	7.362850836	0.006658514	0.048430101								
ATP6V1C1	0.324812887	6.056749144	7.357957953	0.006676658	0.048537764								
DLAT	0.321217598	4.677840493	7.354983492	0.006687712	0.048593808								
GAS8	-0.551404039	2.916830556	7.347039399	0.006717329	0.048766635								
RCOR3	-0.338252984	5.572288016	7.346038828	0.006721068	0.048766635								
GAS2	-0.714375941	2.02062109	7.345904646	0.00672157	0.048766635								
CALHM2	-0.432675342	4.055409685	7.339352582	0.006746113	0.048920266								
GBA	0.326087464	5.478448659	7.333621744	0.006767655	0.049051992								
RASSF6	1.510124809	0.945241705	7.330249754	0.006780363	0.049110508								
CPXM2	1.435321443	2.21811239	7.329007382	0.006785051	0.049110508								
STXBP3	0.337766334	6.330950664	7.32711797	0.006792188	0.049110508								
SDSL	-0.883579677	4.424851263	7.327015623	0.006792575	0.049110508								
DGKG	-0.663530837	2.927082907	7.326999855	0.006792634	0.049110508								
MID2	0.711112185	3.034868907	7.324438488	0.006802321	0.049156078								
RAB1A	0.295722632	7.559759422	7.318021681	0.006826652	0.049307369								
NDUFB1	0.560059743	4.426808079	7.315377284	0.006836704	0.049355434								
GLB1L3	-0.847098018	2.257495386	7.310847488	0.006853959	0.049455421								
LOC618456	1.168524656	3.64485272	7.297191359	0.006906248	0.049807974								
NCBP1	0.401179462	6.433725327	7.289878515	0.006934417	0.049986303								
